## Sheet: Forecast
 |  | Power Grid Bangladesh PLC
 |  | National Load Dispatch Center (NLDC)
 |  | Forecasted Generation & Demand of National Grid
 | Date : | 29-06-2026
Sl. | Name of the
 Power Station | Fuel | Producer | Installed Capacity |  | Present Capacity | Actual Generation on |  | Forecasted Available Gen. on |  | Effective Available Gen. on |  | Remarks
 |  |  |  |  |  |  | 28-06-2026 | during | 29-06-2026 | during | 29-06-2026 | during
 |  |  |  |  |  |  | Day Peak | Ev. Peak | Day Peak | Ev. Peak | Day Peak | Ev. Peak
 |  |  |  | Unit No. X Capacity | MW | MW | MW | MW | MW | MW | MW | MW
Ghorashal | 230 | 01:00 | 218 | 13:00 | Sreepur | 223 | 01:00 | 211 | 21:00
Ghorashal-230 | 217 | 01:00 | 197 | 15:00 | Tongi | 215 | 05:00 | 199 | 18:30
Gopalganj | 219 | 01:00 | 210 | 12:00
GPH | 227 | 01:00 | 219 | 19:00
Haripur | 226 | 07:00 | 210 | 12:00
Hasnabad | 226 | 03:00 | 211 | 12:00
Hathazari | 228 | 05:00 | 220 | 11:00
132 kV | KV |  | KV |  | 132 kV | KV |  | KV
Aftabnagar | 135 | 04:00 | 122 | 12:00 | Madunaghat | 133 | 02:00 | 129 | 14:00
Agargaon | 133 | 03:00 | 122 | 11:00 | Magura | 131 | 02:00 | 101 | 19:30
Agrabad | 131 | 01:00 | 126 | 14:00 | Mahasthangarh | 133 | 01:00 | 123 | 21:00
AKS | 130 | 06:00 | 126 | 15:00 | Maijdee | 124 | 01:00 | 119 | 19:00
Aminbazar | 130 | 01:00 | 119 | 11:00 | Manikganj | 126 | 00:00 | 122 | 07:00
Amnura | 135 | 00:00 | 123 | 21:00 | Maniknagar | 133 | 05:00 | 119 | 12:00
Ashuganj |  |  |  |  | Matarbari | 119 | 07:00 | 109 | 19:00
Ashuganj-230 | 133 | 03:00 | 127 | 11:00 | Matuail | 132 | 03:00 | 121 | 12:00
Bagerhat | 125 | 01:00 | 110 | 19:00 | Metrorail_Motijheel | 133 | 05:00 | 119 | 12:00
Bajitpur | 124 | 00:00 | 115 | 11:00 | Metrorail_Uttara | 132 | 02:00 | 117 | 15:00
Bakerganj | 128 | 00:00 | 124 | 12:00 | Millgate | 133 | 01:00 | 119 | 10:00
Bakulia | 134 | 18:00 | 127 | 19:00 | Mirpur | 128 | 04:00 | 119 | 12:00
Banani | 135 | 04:00 | 121 | 12:00 | Mirzapur | 129 | 03:00 | 120 | 19:00
Bangabhaban | 132 | 05:00 | 119 | 12:00 | Mithapukur | 131 | 01:00 | 121 | 21:00
Barapukuria | 136 | 01:00 | 124 | 21:00 | MI_Cement | 132.5 | 04:00 | 121 | 12:00
Barguna | 128 | 01:00 | 124 | 10:00 | Modern
Barishal | 131 | 02:00 | 123 | 11:00 | Mogbazar | 137 | 02:00 | 123 | 12:00
Barishal-230 | 130 | 01:00 | 123 | 13:00 | Mongla | 124 | 01:00 | 113 | 23:00
Baroaulia | 132 | 02:00 | 127 | 19:00 | Motijheel | 132 | 05:00 | 119 | 12:00
Baroirhat | 128 | 05:00 | 123 | 14:00 | Muktagacha | 123 | 03:00 | 114 | 08:00
Bashundhara | 135 | 04:00 | 117 | 14:00 | Munshiganj | 132 | 02:00 | 121 | 11:00
BashundharaCement | 132 | 03:00 | 122 | 12:00 | Muradnagar | 126 | 01:00 | 116 | 21:00
Beanibazar | 126 | 01:00 | 119 | 22:00 | Mymensingh | 124 | 09:00 | 109 | 14:00
Benapole | 126 | 01:00 | 113 | 13:00 | Nabinagar | 130 | 01:00 | 118 | 19:00
Bhaluka | 124 | 01:00 | 116 | 13:00 | Naogaon | 133 | 01:00 | 123 | 21:00
Bhandaria | 128 | 02:00 | 118 | 16:00 | Narail | 133 | 03:00 | 101 | 20:00
Bhangura | 132 | 01:00 | 123 | 21:00 | Narinda | 133 | 05:00 | 119 | 12:00
Bheramara | 135 | 01:00 | 119 | 21:00 | Narshingdi | 127 | 07:00 | 117 | 12:00
Bheramara(GK) | 134 | 01:00 | 118 | 21:00 | Natore | 132 | 01:00 | 119 | 21:00
Bhulta | 128 | 05:00 | 119 | 12:00 | Nawabganj | 136 | 05:00 | 125 | 13:00
Bog-Sherpur | 134 | 18:00 | 124 | 21:00 | Netrakona | 119 | 00:00 | 100 | 11:00
Bogura | 136 | 01:00 | 127 | 21:00 | New | 132 | 06:00 | 120 | 14:00
Bogura-230 | 136 | 01:00 | 128 | 21:00 | Niamatpur | 130 | 01:00 | 126 | 19:30
Brahmanbaria | 129 | 01:00 | 121 | 19:00 | Noapara | 129 | 01:00 | 118 | 13:00
Cantonment | 133 | 05:00 | 121 | 13:00 | Pabna | 133 | 01:00 | 120 | 21:00
Chandina | 129 | 02:00 | 121 | 21:00 | Palashbari | 130 | 01:00 | 118 | 21:00
Chandpur | 126 | 01:00 | 119 | 11:00 | Panchagarh | 138 | 08:00 | 129 | 21:00
132 kV | KV |  | KV |  | 132 kV | KV |  | KV
Chandraghona | 133 | 00:00 | 129 | 19:00 | Patiya | 130 | 01:00 | 127 | 08:00
Chapai | 131 | 01:00 | 126 | 13:00 | Patuakhali | 129 | 00:00 | 124 | 12:00
Charsaidpur | 132 | 01:00 | 123 | 13:00 | Payra | 132 | 01:00 | 131 | 00:00
Chauddagram | 128 | 01:00 | 120 | 19:00 | PHP | 128 | 01:00 | 122 | 21:00
Chhatak | 125 | 01:00 | 116 | 21:00 | Postogola | 134 | 04:00 | 123 | 15:00
Chowmuhani | 125 | 01:00 | 120 | 11:00 | Pubail | 123 | 03:00 | 115 | 11:00
Chuadanga | 130 | 01:00 | 114 | 23:00 | Purbachal | 135 | 03:00 | 121 | 12:00
Coxsbazar | 121 | 06:00 | 113 | 18:30 | Purbasadipur | 134 | 01:00 | 126 | 21:00
Cumilla(N) | 129 | 01:00 | 121 | 19:00 | Rahanpur | 132 | 00:00 | 128 | 21:00
Cumilla(S) | 130 | 04:00 | 121 | 21:00 | Rahanpur-400 | 133 | 01:00 | 129 | 21:00
Daganbhuiyan | 126 | 01:00 | 120 | 21:00 | Rahim | 132 | 03:00 | 122 | 12:00
Daudkandi | 125 | 04:00 | 114 | 21:00 | Rajbari | 124 | 01:00 | 116 | 23:00
DhakaUniversity | 135 | 05:00 | 122 | 12:00 | Rajendrapur | 124 | 01:00 | 116 | 11:00
Dhamrai | 130 | 03:00 | 119 | 19:00 | Rajshahi | 130 | 00:00 | 116 | 21:00
Dhanmondi | 135.5 | 05:00 | 121 | 11:00 | Rajshahi-230 | 132 | 00:00 | 119 | 21:00
Dohazari | 126 | 01:00 | 122 | 19:00 | Ramganj | 123 | 01:00 | 117 | 14:00
Faridpur | 126 | 01:00 | 121 | 12:00 | Rampur | 131 | 06:00 | 127 | 11:00
Fatullah | 135 | 04:00 | 122 | 11:00 | Rampura | 135 | 04:00 | 122 | 11:00
Fenchuganj | 131 | 01:00 | 125 | 23:00 | Rangamati | 132 | 01:00 | 129 | 11:00
Feni | 127 | 05:00 | 120 | 21:00 | Rangpur | 130 | 01:00 | 119 | 21:00
Feni-230 | 127 | 01:00 | 121 | 21:00 | Ruppur | 134 | 00:00 | 121 | 21:00
Ghatail | 122 | 09:00 | 113 | 19:00 | Saidpur | 132 | 01:00 | 125 | 21:00
Ghorashal | 127 | 01:00 | 117 | 11:00 | Santhia | 132 | 01:00 | 122 | 21:00
Goalpara | 132 | 01:00 | 121 | 13:00 | Satkhira | 126 | 01:00 | 111 | 23:00
Gollamari | 132 | 01:00 | 121 | 13:00 | Satmasjid | 133 | 04:00 | 121 | 12:00
Gopalganj | 129 | 01:00 | 121 | 12:00 | Savar | 128 | 00:00 | 117 | 12:00
Gopalganj-400 | 130 | 01:00 | 123 | 13:00 | SevenRings | 127 | 01:00 | 117 | 11:00
Gulshan | 134 | 05:00 | 121 | 12:00 | ShahCement | 132 | 01:00 | 122 | 12:00
Halishahar | 132 | 04:00 | 127 | 16:00 | Shahjadpur | 135 | 01:00 | 128 | 21:00
Haripur | 133 | 04:00 | 122 | 12:00 | Shahjibazar | 128 | 01:00 | 121 | 22:00
HaripurSBU | 133 | 04:00 | 122 | 12:00 | Shahmirpur | 132 | 01:00 | 128 | 11:00
Hasnabad | 134 | 01:00 | 123 | 14:00 | Shariatpur | 128 | 02:00 | 121 | 12:00
Hathazari | 133 | 06:00 | 128 | 19:00 | Sherpur | 123 | 09:00 | 110 | 00:00
Hatirjheel | 135 | 03:00 | 122 | 12:00 | Shikalbaha | 122 | 04:00 | 118 | 10:00
Ishurdi | 136 | 01:00 | 122 | 21:00 | Shikalbaha-230 | 133 | 02:00 | 128 | 11:00
Jaldhaka | 131 | 01:00 | 122 | 21:00 | Shitalakhya | 132.5 | 04:00 | 121 | 12:00
Jamalpur | 125 | 09:00 | 114 | 00:00 | Sholosohor | 132 | 01:00 | 127 | 19:00
Jashore | 127 | 04:00 | 116 | 13:00 | Shomvuganj | 120 | 01:00 | 112 | 11:00
Jhenaidah | 133 | 02:00 | 108 | 20:00 | Shyampur | 133 | 06:00 | 124 | 12:00
Jhenaidah-230 | 134 | 01:00 | 117 | 19:30 | Shyampur-230 | 135 | 02:00 | 125 | 12:00
Joydebpur | 123 | 02:00 | 112 | 11:00 | Siddhirganj | 132 | 02:00 | 122 | 12:00
Joypurhat | 133 | 01:00 | 120 | 21:00 | Sirajganj | 129 | 00:00 | 120 | 21:00
Juldah | 132 | 03:00 | 128 | 15:00 | Sitakunda | 132 | 01:00 | 128 | 21:00
Kabirpur | 129 | 01:00 | 114 | 19:00 | Sonargaon | 131 | 02:00 | 121 | 11:00
Kachua | 126 | 01:00 | 121 | 11:00 | Sreemongol | 128 | 01:00 | 120 | 23:00
Kaliakoir | 134 | 01:00 | 123 | 19:00 | Sreepur | 126 | 01:00 | 119 | 13:00
Kaliganj | 132 | 01:00 | 120 | 14:00 | Srinagar | 136 | 01:00 | 126 | 11:00
Kallyanpur | 129 | 01:00 | 118 | 13:00 | SSM | 135 | 00:00 | 132 | 11:00
Kalurghat | 133 | 02:00 | 129 | 11:00 | Sunamganj | 122 | 01:00 | 115 | 21:00
Kamrangirchar | 136 | 01:00 | 116 | 12:00 | Sylhet | 127 | 01:00 | 122 | 21:00
Kaptai | 135 | 1900-01-01 | 133 | 1900-01-01 | Sylhet_(South) | 126 | 01:00 | 121 | 22:00
Kasba | 126 | 01:00 | 116 | 21:00 | Tangail | 123 | 03:00 | 115 | 19:00
Kazla | 132 | 05:00 | 119 | 12:00 | Taraganj | 131 | 00:00 | 123 | 21:00
Keranigonj | 136 | 01:00 | 127 | 12:00 | Tasnim | 132 | 07:00 | 121 | 11:00
Khagrachori | 131 | 03:00 | 127 | 19:00 | Thakurgaon | 136 | 01:00 | 128 | 21:00
Khulna | 131 | 01:00 | 120 | 13:00 | TK | 132 | 04:00 | 129 | 19:00
Khulna(S) | 132 | 01:00 | 121 | 21:00 | Tongi | 134 | 05:00 | 123 | 13:00
Khulshi | 130 | 02:00 | 125 | 19:00 | Ullahpara | 131 | 03:00 | 122 | 21:00
Kishoreganj | 124 | 01:00 | 112 | 11:00 | Ullon | 137 | 20:00 | 122 | 12:00
Kodda | 128 | 00:00 | 121 | 09:00 | Uttara | 131 | 02:00 | 117 | 14:00
Korerhat | 131 | 02:00 | 126 | 11:00 | UttaraNew | 132 | 02:00 | 118 | 11:00
KSRM | 131 | 02:00 | 127 | 19:00 | Zigatola | 136 | 02:00 | 125 | 12:00
Kulaura | 130 | 01:00 | 124 | 21:00
Kurigram | 129 | 01:00 | 117 | 21:00
Kushtia | 133 | 01:00 | 113 | 19:30
Laksam | 126 | 01:00 | 120 | 22:00
Lakshmipur | 124 | 01:00 | 117 | 21:00
Lalbag | 135 | 01:00 | 125 | 16:00
Lalmonirhat | 127 | 09:00 | 118 | 22:00
Madanganj | 132 | 03:00 | 122 | 12:00
Madaripur | 128 | 01:00 | 123 | 23:00
Madartek | 134 | 02:00 | 121 | 11:00
 | Sub Assistant Engineer |  |  |  |  | Sub Divisional Engineer
 | Network Operation Division |  |  |  |  | Network Operation Division
